SubstanceID	Canc2_1	gen	non gen	Ind_Canc	Ind_Non_Genotox	Product					
234	3	3		1	0	0					
235	3	3		1	0	0					
236	3		3	1	1	1					
237	3	3		1	0	0					
238	3			1	1	1					
239	3			1	1	1					
240	3	3		1	0	0					
241	3	3		1	0	0					
242	3	3		1	0	0					
243	3	3		1	0	0					
244	1	3		0	0	0					
245	3	3		1	0	0					
246	3	3		1	0	0					
247	3	3		1	0	0					
248	3	3		1	0	0					
249	3	3		1	0	0					
250	3			1	1	1					
251	1	3		0	0	0					
252	3	3		1	0	0					
253	3	3		1	0	0					
254	3	3		1	0	0					
255	1			0	1	0					
256	1			0	1	0					
257	3	3		1	0	0					
258	3	3		1	0	0					
259	3	3		1	0	0					
260	3	3		1	0	0					
261	1			0	1	0					
262	3	3		1	0	0					
263	3	3		1	0	0					
264	3			1	1	1					
265	1			0	1	0					
266	1			0	1	0					
267	3			1	1	1					
268	3	3		1	0	0					
269	3	3		1	0	0					
270	3	3		1	0	0					
271	1			0	1	0					
272	1			0	1	0					
273	3	3		1	0	0					
274	3	3		1	0	0					
275	1	3		0	0	0					
276	1			0	1	0					
277	1			0	1	0					
278	1			0	1	0					
279	1	3		0	0	0					
280	3	3		1	0	0					
281	1			0	1	0					
282	3	3		1	0	0					
283	3	3		1	0	0					
284	3	3		1	0	0					
285	3	3		1	0	0					
286	3	3		1	0	0					
287	3	3		1	0	0					
288	3	3		1	0	0					
289	3	3		1	0	0					
290	3	3		1	0	0					
291	3	3		1	0	0					
292	3	3		1	0	0					
293	3	3		1	0	0					
294	3	3		1	0	0					
295	1			0	1	0					
296	3			1	1	1					
297	1			0	1	0					
298	1			0	1	0					
299	1	3		0	0	0					
300	1			0	1	0					
301	1			0	1	0					
302	3	3		1	0	0					
303	3	3		1	0	0					
304	3	3		1	0	0					
305	3			1	1	1					
306	1			0	1	0					
307	1			0	1	0					
308	1			0	1	0					
309	3			1	1	1					
310	3			1	1	1					
311	3			1	1	1					
312	1			0	1	0					
313	1	3		0	0	0					
314	3	3		1	0	0					
315	3	3		1	0	0					
316	1	3		0	0	0					
317	3	3		1	0	0					
318	3	3		1	0	0					
319	1			0	1	0					
320	3	3		1	0	0					
321	3	3		1	0	0					
322	3	3		1	0	0					
323	3			1	1	1					
324	1	3		0	0	0					
325	3	3		1	0	0					
326	3			1	1	1					
327	3	3		1	0	0					
328	3	3		1	0	0					
329	3	3		1	0	0					
330	3	3		1	0	0					
331	3	3		1	0	0					
332	3	3		1	0	0					
333	3	3		1	0	0					
334	3	3		1	0	0					
335	3	3		1	0	0					
336	3	3		1	0	0					
337	3			1	1	1					
338	3			1	1	1					
339	3	3		1	0	0					
340	3	3		1	0	0					
341	3	3		1	0	0					
342	3			1	1	1					
343	3	3		1	0	0					
344	3		3	1	1	1					
345	3	3		1	0	0					
346	3	3		1	0	0					
347	3	3		1	0	0					
348	3	3		1	0	0					
349	3	3		1	0	0					
350	3	3		1	0	0					
351	3		3	1	1	1					
352	3	3		1	0	0					
353	3	3		1	0	0					
354	3	3		1	0	0					
355	3	3		1	0	0					
356	3	3	3	1	0	0					
357	3	3		1	0	0					
358	3			1	1	1					
359	3			1	1	1					
360	3	3		1	0	0					
361	3	3		1	0	0					
362	3	3		1	0	0					
363	3	3		1	0	0					
364	3	3		1	0	0					
365	3	3		1	0	0					
366	3	3		1	0	0					
367	3			1	1	1					
368	3	3		1	0	0					
369	3			1	1	1					
370	3	3		1	0	0					
371	3	3		1	0	0					
372	3	3		1	0	0					
373	3	3		1	0	0					
374	3	3		1	0	0					
375	3	3		1	0	0					
376	3	3		1	0	0					
377	3	3		1	0	0					
378	3			1	1	1					
379	3			1	1	1					
380	3	3		1	0	0					
381	3	3		1	0	0					
382	3	3		1	0	0					
383	3	3		1	0	0					
384	3	3		1	0	0					
385	3	3		1	0	0					
386	3	3		1	0	0					
387	3			1	1	1					
388	3			1	1	1					
389	3			1	1	1					
390	3	3		1	0	0					
391	3			1	1	1					
392	3			1	1	1					
393	3		3	1	1	1					
394	3	3		1	0	0					
395	3	3		1	0	0					
396	3	3		1	0	0					
397	3	3		1	0	0					
398	3	3		1	0	0					
399	3	3		1	0	0					
400	3	3		1	0	0					
401	3			1	1	1					
402	3		3	1	1	1					
403	3	3		1	0	0					
404	3	3		1	0	0					
405	3	3		1	0	0					
406	3	3		1	0	0					
407	3	3		1	0	0					
408	3	3		1	0	0					
409	3	3		1	0	0					
410	3			1	1	1					
411	3	3		1	0	0					
412	3	3		1	0	0					
413	3			1	1	1					
414	3			1	1	1					
415	3			1	1	1					
416	3	3		1	0	0					
417	3	3		1	0	0					
418	3	3		1	0	0					
419	3			1	1	1					
420	3	3		1	0	0					
421	3			1	1	1					
422	3	3		1	0	0					
423	3	3		1	0	0					
424	3			1	1	1					
425	3	3		1	0	0					
426	3			1	1	1					
427	3			1	1	1					
428	3	3		1	0	0					
429	3		3	1	1	1					
430	3	3		1	0	0					
431	3	3		1	0	0					
432	3	3		1	0	0					
433	3		3	1	1	1					
434	3			1	1	1					
435	3	3		1	0	0					
436	3	3		1	0	0					
437	3	3		1	0	0					
438	3	3		1	0	0					
439	3	3		1	0	0					
440	3	3		1	0	0					
441	3		3	1	1	1					
442	3	3		1	0	0					
443	3	3		1	0	0					
444	3	3		1	0	0					
445	3	3		1	0	0					
446	3	3		1	0	0					
447	3	3		1	0	0					
448	3	3		1	0	0					
449	3	3		1	0	0					
450	3		3	1	1	1					
451	3	3		1	0	0					
452	3	3		1	0	0					
453	3		3	1	1	1					
454	3			1	1	1					
455	3		3	1	1	1					
456	3	3		1	0	0					
457	3			1	1	1					
458	3	3		1	0	0					
459	3	3		1	0	0					
460	3	3		1	0	0					
461	3	3		1	0	0					
462	3	3		1	0	0					
463	3	3		1	0	0					
464	3	3		1	0	0					
465	3	3		1	0	0					
466	3	3		1	0	0					
467	3			1	1	1					
468	3	3		1	0	0					
469	3	3		1	0	0					
470	3	3		1	0	0					
471	3			1	1	1					
472	3			1	1	1					
473	3	3	3	1	0	0					
474	3	3		1	0	0					
475	3	3		1	0	0					
476	3	3		1	0	0					
477	3			1	1	1					
478	3	3		1	0	0					
479	3	3		1	0	0					
480	3		3	1	1	1					
481	3			1	1	1					
482	3		3	1	1	1					
483	3			1	1	1					
484	3	3		1	0	0					
485	3	3		1	0	0					
486	3			1	1	1					
487	3	3		1	0	0					
488	3	3		1	0	0					
489	3	3		1	0	0					
490	3			1	1	1					
491	3	3		1	0	0					
492	3	3		1	0	0					
493	3			1	1	1					
494	3			1	1	1					
495	3			1	1	1					
496	3	3		1	0	0					
497	3			1	1	1					
498	3	3		1	0	0					
499	3	3		1	0	0					
500	3	3		1	0	0					
501	1	3		0	0	0					
502	3			1	1	1					
503	3			1	1	1					
504	3	3		1	0	0					
505	3			1	1	1					
506	3	3		1	0	0					
507	3		3	1	1	1					
508	3	3		1	0	0					
509	3	3		1	0	0					
510	3	3		1	0	0					
511	3	3		1	0	0					
512	3			1	1	1					
513	3	3		1	0	0					
514	3	3		1	0	0					
515	3	3		1	0	0					
516	3	3		1	0	0					
517	3	3		1	0	0					
518	3	3		1	0	0					
519	3	3		1	0	0					
520	3	3		1	0	0					
521	3	3		1	0	0					
522	3	3		1	0	0					
523	3	3		1	0	0					
524	3	3		1	0	0					
525	3	3		1	0	0					
526	3	3		1	0	0					
527	3	3		1	0	0					
528	3	3		1	0	0					
529	3			1	1	1					
530	3	3		1	0	0					
531	3	3		1	0	0					
532	3	3		1	0	0					
533	3	3		1	0	0					
534	3	3		1	0	0					
535	3	3		1	0	0					
536	3	3		1	0	0					
537	3	3		1	0	0					
538	3	3		1	0	0					
539	3			1	1	1					
540	3	3		1	0	0					
541	3	3		1	0	0					
542	3			1	1	1					
543	3	3		1	0	0					
544	3	3		1	0	0					
545	3	3		1	0	0					
546	3		3	1	1	1					
547	3	3		1	0	0					
548	3		3	1	1	1					
549	3	3		1	0	0					
550	3	3		1	0	0					
551	3	3		1	0	0					
552	3			1	1	1					
553	3	3		1	0	0					
554	1			0	1	0					
555	3	3		1	0	0					
556	3			1	1	1					
557	3	3		1	0	0					
558	3	3		1	0	0					
559	3			1	1	1					
560	3	3		1	0	0					
561	3	3		1	0	0					
562	3	3		1	0	0					
563	3	3		1	0	0					
564	3	3		1	0	0					
565	3	3		1	0	0					
566	3	3	3	1	0	0					
567	3	3		1	0	0					
568	3			1	1	1					
569	3	3		1	0	0					
570	3	3		1	0	0					
571	3	3		1	0	0					
572	3	3		1	0	0					
573	3	3		1	0	0					
574	3	3		1	0	0					
575	3	3		1	0	0					
576	3	3		1	0	0					
577	3	3		1	0	0					
578	3	3		1	0	0					
579	3		3	1	1	1					
580	3			1	1	1					
581	3			1	1	1					
582	3	3	3	1	0	0					
583	3	3		1	0	0					
584	3	3		1	0	0					
585	1	3		0	0	0					
586	3			1	1	1					
587	3	3		1	0	0					
588	1			0	1	0					
589	3	3		1	0	0					
590	1			0	1	0					
591	3			1	1	1					
592	3			1	1	1					
593	3			1	1	1					
594	3	3		1	0	0					
595	1	3		0	0	0					
596	3			1	1	1					
597	3			1	1	1					
598	1	3		0	0	0					
599	3			1	1	1					
600	3			1	1	1					
601	3	3		1	0	0					
602	3	3		1	0	0					
603	3	3		1	0	0					
604	3	3		1	0	0					
605	3		3	1	1	1					
606	1	3		0	0	0					
607	3	3		1	0	0					
608	3			1	1	1					
609	3			1	1	1					
610	3	3		1	0	0					
611	3			1	1	1					
612	1			0	1	0					
613	3			1	1	1					
614	1			0	1	0					
615	1			0	1	0					
616	3	3		1	0	0					
617	1			0	1	0					
618	1			0	1	0					
619	3	3		1	0	0					
620	3			1	1	1					
621	1			0	1	0					
622	3	3		1	0	0					
623	3	3		1	0	0					
624	1	3		0	0	0					
625	3		3	1	1	1					
626	1			0	1	0					
627	3	3		1	0	0					
628	3	3		1	0	0					
629	3	3		1	0	0					
630	1			0	1	0					
631	3		3	1	1	1					
632	3	3		1	0	0					
633	1			0	1	0					
634	1			0	1	0					
635	1			0	1	0					
636	3			1	1	1					
637	3	3		1	0	0					
638	1			0	1	0					
639	1	3		0	0	0					
640	1	3		0	0	0					
641	3			1	1	1					
642	3	3		1	0	0					
643	3	3		1	0	0					
644	3			1	1	1					
645	1			0	1	0					
646	3	3		1	0	0					
647	3			1	1	1					
648	3			1	1	1					
649	3	3		1	0	0					
650	3			1	1	1					
651	3			1	1	1					
652	3			1	1	1					
653	3	3		1	0	0					
654	3	3		1	0	0					
655	3	3		1	0	0					
656	3	3		1	0	0					
657	3	3		1	0	0					
658	1			0	1	0					
659	1		3	0	1	0					
660	1	3		0	0	0					
661	3	3		1	0	0					
662	1	3		0	0	0					
663	3	3		1	0	0					
664	3	3		1	0	0					
665	3			1	1	1					
666	3			1	1	1					
667	3			1	1	1					
668	1			0	1	0					
669	1	3		0	0	0					
670	1	3		0	0	0					
671	1			0	1	0					
672	3			1	1	1					
673	3			1	1	1					
674	1			0	1	0					
675	1			0	1	0					
676	3			1	1	1					
677	1			0	1	0					
678	3	3		1	0	0					
679	1	3		0	0	0					
679	1			0	1	0					
680	1			0	1	0					
681	3			1	1	1					
682	1	3		0	0	0					
683	1			0	1	0					
684	1			0	1	0					
685	3	3		1	0	0					
686	3			1	1	1					
687	3	3		1	0	0					
688	3			1	1	1					
689	3			1	1	1					
690	1	3		0	0	0					
691	3	3		1	0	0					
692	1			0	1	0					
693	3			1	1	1					
694	3			1	1	1					
695	1			0	1	0					
696	1			0	1	0					
697	1			0	1	0					
698	1	3		0	0	0					
699	3			1	1	1					
700	1			0	1	0					
701	3			1	1	1					
702	1			0	1	0					
703	1			0	1	0					
704	1			0	1	0					
705	1			0	1	0					
706	3			1	1	1					
707	3			1	1	1					
708	3			1	1	1					
709	1			0	1	0					
710	3			1	1	1					
711	3			1	1	1					
712	1			0	1	0					
713	3			1	1	1					
714	3			1	1	1					
715	3			1	1	1					
716	1		3	0	1	0					
717	1	3		0	0	0					
718	1			0	1	0					
719	1			0	1	0					
720	3			1	1	1					
721	3	3		1	0	0					
722	1			0	1	0					
723	1			0	1	0					
724	3			1	1	1					
725	1	3	3	0	0	0					
726	3	3		1	0	0					
727	3	3	3	1	0	0					
728	1			0	1	0					
729	1			0	1	0					
730	3		3	1	1	1					
731	3	3		1	0	0					
732	1	3		0	0	0					
733	1			0	1	0					
734	1			0	1	0					
735	1	3	3	0	0	0					
736	3	3		1	0	0					
737	1			0	1	0					
738	1			0	1	0					
739	3	3		1	0	0					
740	1			0	1	0					
741	1			0	1	0					
742	1		3	0	1	0					
743	1			0	1	0					
744	1			0	1	0					
745	3			1	1	1					
746	1			0	1	0					
747	1			0	1	0					
748	3			1	1	1					
749	3	3		1	0	0					
750	3	3		1	0	0					
751	3		3	1	1	1					
752	3	3		1	0	0					
753	3			1	1	1					
754	3			1	1	1					
755	3	3		1	0	0					
756	3	3		1	0	0					
757	3	3		1	0	0					
758	3			1	1	1					
759	3			1	1	1					
760	3			1	1	1					
761	3	3		1	0	0					
762	3	3		1	0	0					
763	3	3		1	0	0					
764	3			1	1	1					
765	1			0	1	0					
766	3	3		1	0	0					
767	3			1	1	1					
768	1			0	1	0					
769	3			1	1	1					
770	3	3		1	0	0					
771	3			1	1	1					
772	3			1	1	1					
773	3	3		1	0	0					
774	1	3		0	0	0					
775	1			0	1	0					
776	1	3		0	0	0					
777	1	3		0	0	0					
778	3			1	1	1					
779	1			0	1	0					
780	1			0	1	0					
781	1			0	1	0					
782	1			0	1	0					
783	3	3		1	0	0					
784	3	3		1	0	0					
785	1			0	1	0					
786	1			0	1	0					
787	3	3		1	0	0					
788	3			1	1	1					
789	3			1	1	1					
790	3			1	1	1					
791	3	3		1	0	0					
792	1			0	1	0					
793	1			0	1	0					
794	3	3		1	0	0					
795	3	3		1	0	0					
796	3	3		1	0	0					
797	1	3		0	0	0					
798	1	3		0	0	0					
799	1	3		0	0	0					
800	3			1	1	1					
801	3			1	1	1					
802	1			0	1	0					
803	1	3		0	0	0					
804	1			0	1	0					
805	1			0	1	0					
806	1			0	1	0					
807	1			0	1	0					
808	3	3		1	0	0					
809	1	3		0	0	0					
810	1			0	1	0					
811	1			0	1	0					
812	1			0	1	0					
813	3			1	1	1					
814	1			0	1	0					
815	1			0	1	0					
816	3			1	1	1					
817	3			1	1	1					
818	1			0	1	0					
819	3	3		1	0	0					
820	3	3		1	0	0					
821	1	3		0	0	0					
822	3	3		1	0	0					
823	3	3		1	0	0					
824	1		3	0	1	0					
825	3	3		1	0	0					
826	3	3		1	0	0					
827	1			0	1	0					
828	3			1	1	1					
829	1			0	1	0					
830	3	3		1	0	0					
831	3	3		1	0	0					
832	3			1	1	1					
833	1			0	1	0					
834	1			0	1	0					
835	1			0	1	0					
836	3			1	1	1					
837	3			1	1	1					
838	3			1	1	1					
839	3	3		1	0	0					
840	1	3		0	0	0					
841	1			0	1	0					
842	1			0	1	0					
843	1	3		0	0	0					
844	1	3		0	0	0					
845	1	3		0	0	0					
846	3	3		1	0	0					
847	3			1	1	1					
848	1	3		0	0	0					
849	1			0	1	0					
850	1		3	0	1	0					
851	1			0	1	0					
852	1			0	1	0					
853	1			0	1	0					
854	1			0	1	0					
855	1			0	1	0					
856	1	3		0	0	0					
857	3	3	3	1	0	0					
858	3			1	1	1					
859	1			0	1	0					
860	1			0	1	0					
861	3	3		1	0	0					
862	1			0	1	0					
863	3	3		1	0	0					
864	3			1	1	1					
865	3	3		1	0	0					
866	3	3		1	0	0					
867	3			1	1	1					
868	3			1	1	1					
869	3	3		1	0	0					
870	3			1	1	1					
871	1			0	1	0					
872	3	3		1	0	0					
873	1			0	1	0					
874	1	3		0	0	0					
875	1			0	1	0					
876	3			1	1	1					
877	3	3		1	0	0					
878	1			0	1	0					
880	1	3		0	0	0					
881	1	3		0	0	0					
882	1	3		0	0	0					
883	1	3		0	0	0					
884	3	3		1	0	0					
885	1		3	0	1	0					
886	3	3		1	0	0					
887	1			0	1	0					
888	1			0	1	0					
889	1			0	1	0					
890	1	3		0	0	0					
891	1			0	1	0					
892	1		3	0	1	0					
893	3			1	1	1					
894	3	3		1	0	0					
895	1	3		0	0	0					
896	1			0	1	0					
897	1			0	1	0					
898	3			1	1	1					
899	1	3		0	0	0					
900	1	3		0	0	0					
901	1			0	1	0					
902	1			0	1	0					
903	1			0	1	0					
904	3		3	1	1	1					
905	3	3		1	0	0					
906	1			0	1	0					
907	1			0	1	0					
908	3			1	1	1					
909	1	3		0	0	0					
910	1			0	1	0					
911	3	3		1	0	0					
912	1			0	1	0					
913	3		3	1	1	1					
914	1	3		0	0	0					
915	1	3	3	0	0	0					
916	1	3		0	0	0					
917	1	3		0	0	0					
918	3			1	1	1					
919	1			0	1	0					
920	3	3		1	0	0					
921	1	3		0	0	0					
922	1	3		0	0	0					
923	3	3		1	0	0					
924	1			0	1	0					
925	1	3		0	0	0					
926	1			0	1	0					
927	1			0	1	0					
928	1			0	1	0					
929	1			0	1	0					
930	3	3		1	0	0					
931	3	3		1	0	0					
932	3	3		1	0	0					
933	1	3		0	0	0					
934	1	3		0	0	0					
935	1			0	1	0					
936	3	3		1	0	0					
937	3			1	1	1					
938	3	3		1	0	0					
939	3			1	1	1					
940	3	3		1	0	0					
941	3	3		1	0	0					
942	1			0	1	0					
943	1			0	1	0					
944	1			0	1	0					
945	3			1	1	1					
946	1	3		0	0	0					
947	1			0	1	0					
948	1			0	1	0					
949	1		3	0	1	0					
950	1			0	1	0					
951	3			1	1	1					
952	1			0	1	0					
953	1			0	1	0					
954	3			1	1	1					
955	1			0	1	0					
956	1			0	1	0					
957	1			0	1	0					
958	3			1	1	1					
959	1	3		0	0	0					
960	1			0	1	0					
961	1			0	1	0					
962	1	3		0	0	0					
963	3	3		1	0	0					
964	3	3		1	0	0					
965	3	3		1	0	0					
966	3			1	1	1					
967	1			0	1	0					
968	1			0	1	0					
969	3			1	1	1					
970	1	3		0	0	0					
971	1	3		0	0	0					
972	3	3		1	0	0					
973	3			1	1	1					
974	3			1	1	1					
975	1			0	1	0					
976	3	3		1	0	0					
977	3			1	1	1					
978	1	3		0	0	0					
979	3			1	1	1					
980	3	3		1	0	0					
981	1			0	1	0					
982	3	3		1	0	0					
983	3	3		1	0	0					
984	1			0	1	0					
985	3			1	1	1					
986	1	3		0	0	0					
987	1	3		0	0	0					
988	3	3		1	0	0					
989	3			1	1	1					
990	1			0	1	0					
991	1			0	1	0					
992	1			0	1	0					
993	3			1	1	1					
994	3	3		1	0	0					
995	3	3		1	0	0					
996	3			1	1	1					
997	1			0	1	0					
998	1			0	1	0					
999	1			0	1	0					
1000	1	3		0	0	0					
1001	1	3		0	0	0					
1002	3			1	1	1					
1003	1	3		0	0	0					
1004	1		3	0	1	0					
1005	3	3		1	0	0					
1006	3			1	1	1					
1007	1			0	1	0					
1008	1			0	1	0					
1009	1	3		0	0	0					
1010	1	3		0	0	0					
1011	1			0	1	0					
1012	1	3		0	0	0					
1013	1			0	1	0					
1014	1	3	3	0	0	0					
1015	1		3	0	1	0					
1016	1	3		0	0	0					
1017	1			0	1	0					
1018	3			1	1	1					
1019	3	3		1	0	0					
1020	1			0	1	0					
1021	3			1	1	1					
1022	1	3		0	0	0					
1023	1			0	1	0					
1024	3			1	1	1					
1025	1	3		0	0	0					
1026	1	3		0	0	0					
1027	3	3		1	0	0					
1028	3			1	1	1					
1029	1			0	1	0					
1030	3			1	1	1					
1031	3	3		1	0	0					
1032	3			1	1	1					
1033	3	3		1	0	0					
1034	1		3	0	1	0					
1035	1			0	1	0					
1036	1			0	1	0					
1037	1			0	1	0					
1038	3			1	1	1					
1039	3	3		1	0	0					
1040	3		3	1	1	1					
1041	1	3		0	0	0					
1042	1			0	1	0					
1043	3	3		1	0	0					
1044	3			1	1	1					
1045	3			1	1	1					
1046	3	3		1	0	0					
1047	1	3		0	0	0					
1048	1	3		0	0	0					
1049	1		3	0	1	0					
1050	1	3		0	0	0					
1051	3	3		1	0	0					
1052	1	3		0	0	0					
1053	3	3		1	0	0					
1054	3	3		1	0	0					
1055	1	3		0	0	0					
1056	3			1	1	1					
1057	1	3		0	0	0					
1058	1			0	1	0					
1059	1	3		0	0	0					
1060	1		3	0	1	0					
1061	3	3		1	0	0					
1062	1		3	0	1	0					
1063	1	3		0	0	0					
1064	3	3		1	0	0					
1065	3	3		1	0	0					
1066	1	3		0	0	0					
1067	3			1	1	1					
1068	1	3		0	0	0					
1069	1			0	1	0					
1070	1	3		0	0	0					
1071	3	3		1	0	0					
1072	1	3		0	0	0					
1073	1	3		0	0	0					
1074	1	3		0	0	0					
1075	1	3		0	0	0					
1076	1		3	0	1	0					
1077	3		3	1	1	1					
1078	1	3		0	0	0					
1079	1			0	1	0					
1080	1		3	0	1	0					
1081	1		3	0	1	0					
1082	1		3	0	1	0					
1083	1	3		0	0	0					
1084	1	3		0	0	0					
1085	3			1	1	1					
1086	1	3		0	0	0					
1087	1	3		0	0	0					
1088	1	3		0	0	0					
1089	1			0	1	0					
1090	1	3	3	0	0	0					
1091	1			0	1	0					
1092	1	3		0	0	0					
1093	3			1	1	1					
1094	1			0	1	0					
1095	1		3	0	1	0					
1096	1			0	1	0					
1097	1	3		0	0	0					
1098	1	3		0	0	0					
1099	1	3		0	0	0					
1100	1	3		0	0	0					
1101	1			0	1	0					
1102	1	3		0	0	0					
1103	3			1	1	1					
1104	3	3	3	1	0	0					
1105	3		3	1	1	1					
1106	1	3		0	0	0					
1107	1			0	1	0					
1108	1			0	1	0					
1109	1	3		0	0	0					
1110	3	3		1	0	0					
1111	1			0	1	0					
1112	3			1	1	1					
1113	1		3	0	1	0					
1114	1			0	1	0					
1115	3	3		1	0	0					
1116	1		3	0	1	0					
1117	3	3		1	0	0					
1118	1		3	0	1	0					
1119	1			0	1	0					
1120	1			0	1	0					
1121	1			0	1	0					
1122	1			0	1	0					
